ID,Name,HP,Attack,Defense,Speed,Luck,Magic,Resistance,Agility
7706,Holy Warrior Queen,192,39,12,2,22,41,26,2
7707,Earth Paladin Prince,177,29,6,5,79,34,5,9
7708,Dark Assassin Master,153,29,32,17,77,15,7,4
7709,Ice Archer King,152,21,19,3,86,30,9,4
7710,Ancient Assassin Legend,141,39,31,2,79,48,7,7
7711,Ice Ranger Legend,176,12,30,7,36,52,23,24
7712,Storm Knight Lord,125,42,31,16,67,41,23,6
7713,Ancient Assassin Guardian,154,44,6,2,72,26,14,2
7714,Dark Paladin Queen,153,27,17,8,55,12,13,13
7715,Ancient Necromancer Guardian,96,19,38,6,97,14,18,17
7716,Light Ranger Prince,83,24,34,6,25,16,13,16
7717,Ice Mage Prince,53,14,15,9,27,14,21,23
7718,Storm Assassin Guardian,54,32,33,3,42,27,11,15
7719,Storm Priest Guardian,73,18,39,11,27,50,9,6
7720,Ice Assassin Prince,171,18,34,19,52,51,16,3
7721,Fire Knight Master,132,23,15,9,11,45,33,11
7722,Holy Berserker Legend,107,48,8,9,72,50,27,19
7723,Light Warrior Master,124,40,25,6,43,51,16,6
7724,Fire Archer King,55,36,28,5,80,44,18,7
7725,Shadow Berserker Legend,180,43,35,18,5,15,22,9
7726,Storm Warrior Master,106,43,23,17,80,24,8,1
7727,Earth Archer Guardian,60,46,19,16,47,10,6,8
7728,Ancient Warrior Prince,139,45,31,9,52,48,13,16
7729,Ancient Paladin Lord,188,21,33,14,91,54,10,4
7730,Shadow Warrior Guardian,77,40,38,10,24,41,21,8
7731,Light Warrior Elite,176,19,27,3,37,48,15,18
7732,Shadow Archer Legend,171,49,9,19,75,14,9,4
7733,Holy Warrior Queen,190,38,39,9,4,36,24,3
7734,Wind Assassin Lord,174,28,25,2,79,36,17,20
7735,Light Warrior Queen,81,48,38,7,26,54,19,4
7736,Ancient Archer Elite,102,22,38,3,89,46,29,3
7737,Holy Priest Queen,140,16,28,8,69,25,23,18
7738,Ancient Ranger Queen,123,29,6,10,68,24,28,16
7739,Storm Knight Elite,170,14,15,3,66,41,25,24
7740,Dark Archer Legend,157,23,32,14,86,19,9,13
7741,Fire Mage Master,190,42,21,2,39,12,20,8
7742,Light Necromancer Master,140,24,25,3,58,42,5,2
7743,Ancient Paladin Master,132,41,29,14,99,30,22,12
7744,Ancient Warrior Champion,144,16,21,13,57,22,23,12
7745,Holy Warrior Legend,141,39,20,3,76,40,20,13
7746,Light Mage Queen,163,20,28,8,67,12,8,18
7747,Wind Necromancer Elite,164,39,19,13,93,13,27,11
7748,Storm Necromancer Master,133,16,38,6,87,42,33,23
7749,Ice Paladin Slayer,76,26,12,19,18,38,22,9
7750,Ancient Archer Elite,131,49,29,14,13,44,18,19
7751,Holy Priest Prince,137,38,22,9,40,18,18,19
7752,Wind Assassin King,56,32,39,9,96,55,10,21
7753,Light Ranger Legend,123,35,39,11,17,36,13,13
7754,Wind Ranger Master,145,42,22,9,74,18,17,22
7755,Fire Assassin Guardian,82,47,10,14,70,45,21,14
7756,Ancient Knight Slayer,151,18,35,9,82,10,32,12
7757,Light Berserker Queen,182,46,11,18,51,17,5,11
7758,Fire Priest Queen,176,26,6,9,46,51,21,24
7759,Dark Ranger Champion,188,15,14,11,28,27,16,24
7760,Holy Mage Legend,164,12,13,11,77,20,16,14
7761,Storm Warrior Master,85,25,21,9,39,37,8,23
7762,Light Priest Prince,60,49,6,13,93,53,24,2
7763,Fire Paladin Lord,183,36,39,4,93,12,15,15
7764,Earth Archer Slayer,161,46,36,3,85,57,30,21
7765,Holy Ranger Queen,74,49,13,10,11,23,20,22
7766,Storm Paladin Queen,197,29,33,9,20,40,6,14
7767,Earth Necromancer King,94,20,9,15,83,11,26,5
7768,Ice Ranger King,119,29,39,19,43,57,7,3
7769,Wind Paladin Elite,92,47,18,6,41,48,12,20
7770,Light Archer Queen,178,37,39,8,33,31,19,5
7771,Fire Archer Prince,143,11,16,9,24,18,7,12
7772,Storm Archer Prince,83,48,11,8,54,40,33,23
7773,Earth Priest Master,195,35,15,19,5,41,24,16
7774,Storm Assassin Champion,153,22,17,19,96,36,7,18
7775,Holy Berserker Lord,98,28,5,4,94,54,30,6
7776,Fire Priest Elite,121,12,29,3,26,16,19,20
7777,Shadow Berserker Elite,105,21,35,1,57,42,17,22
7778,Shadow Paladin Prince,153,22,34,19,84,43,27,19
7779,Light Warrior Lord,149,42,15,6,82,23,33,6
7780,Ancient Berserker Prince,87,13,30,7,92,26,11,20
7781,Ice Berserker Lord,194,24,18,6,30,24,28,2
7782,Dark Knight Legend,62,34,6,14,30,51,9,23
7783,Earth Paladin Champion,64,12,30,5,52,47,18,14
7784,Ice Berserker Guardian,105,44,37,17,52,58,24,11
7785,Shadow Assassin Lord,91,10,9,6,21,11,16,16
7786,Storm Necromancer Prince,68,20,16,11,7,48,6,15
7787,Earth Necromancer King,111,19,11,15,41,25,10,7
7788,Light Paladin King,182,41,30,2,26,37,17,5
7789,Holy Warrior Slayer,170,39,28,11,96,55,31,10
7790,Fire Ranger King,187,34,36,2,42,41,7,12
7791,Light Berserker Champion,166,25,24,16,96,35,20,5
7792,Ice Warrior Lord,149,27,20,3,86,26,13,10
7793,Holy Knight Queen,137,44,9,5,19,16,28,3
7794,Fire Ranger Elite,198,48,14,19,14,57,16,22
7795,Dark Assassin Lord,145,47,20,12,30,47,26,5
7796,Holy Ranger Queen,94,42,29,14,74,26,16,11
7797,Fire Paladin Queen,139,27,22,17,88,20,15,1
7798,Shadow Archer Elite,104,18,11,15,57,51,5,10
7799,Dark Necromancer Lord,133,36,21,6,43,19,6,12
7800,Wind Warrior Queen,76,23,5,3,45,53,20,21
7801,Holy Ranger Lord,85,27,21,10,98,47,21,10
7802,Shadow Priest Queen,102,45,34,8,60,48,9,24
7803,Ice Assassin Legend,181,11,34,15,46,28,9,21
7804,Fire Mage King,101,26,6,16,90,20,14,23
7805,Fire Mage Legend,153,49,9,6,7,23,27,17
7806,Holy Assassin Slayer,88,32,20,13,24,24,10,6
7807,Dark Archer King,195,31,19,7,80,53,33,17
7808,Storm Mage Champion,192,24,34,12,18,25,31,2
7809,Earth Knight Legend,141,16,21,8,23,58,5,18
7810,Dark Necromancer Slayer,104,10,25,17,72,32,32,19
7811,Dark Ranger Prince,109,34,7,16,62,15,31,9
7812,Ancient Priest Elite,199,47,13,17,44,41,33,16
7813,Wind Warrior Champion,85,49,34,1,31,39,18,5
7814,Holy Mage Master,51,40,35,6,39,27,31,21
7815,Wind Necromancer Master,102,10,28,12,85,11,12,19
7816,Storm Warrior Prince,129,25,7,1,59,50,14,22
7817,Holy Berserker Champion,183,46,21,1,14,22,23,19
7818,Shadow Archer Legend,64,35,33,7,69,46,17,22
7819,Ancient Berserker Elite,116,19,21,5,39,47,7,14
7820,Holy Mage Queen,119,15,30,3,84,54,5,5
7821,Wind Mage Lord,144,21,20,4,23,16,22,12
7822,Shadow Priest Lord,180,29,13,11,91,53,30,17
7823,Fire Assassin Slayer,146,17,28,12,55,54,20,22
7824,Shadow Ranger Champion,73,34,12,15,19,36,33,24
7825,Fire Mage Champion,78,20,14,18,31,58,9,8
7826,Ancient Paladin Champion,175,35,13,10,59,38,25,24
7827,Ancient Berserker Queen,52,22,26,7,13,43,14,18
7828,Ice Warrior Guardian,167,49,19,7,64,38,21,18
7829,Storm Paladin Elite,96,41,24,11,66,56,16,8
7830,Fire Mage Master,164,19,38,6,98,51,19,1
7831,Fire Knight Slayer,79,44,14,3,23,56,8,10
7832,Fire Warrior Guardian,191,10,34,15,60,10,16,9
7833,Dark Paladin Prince,138,19,10,9,36,39,26,6
7834,Storm Assassin Guardian,132,33,29,6,55,45,18,5
7835,Shadow Paladin Master,69,21,37,9,23,21,19,15
7836,Shadow Archer Elite,151,20,6,19,80,38,20,17
7837,Ancient Assassin Master,88,28,14,1,33,32,25,22
7838,Shadow Paladin Slayer,121,13,35,10,91,28,19,19
7839,Shadow Assassin Queen,125,46,20,5,60,55,31,17
7840,Light Paladin Guardian,190,11,21,4,18,55,5,23
7841,Dark Knight King,192,41,37,2,31,42,9,5
7842,Light Priest Slayer,176,48,17,12,10,53,27,24
7843,Light Assassin Elite,175,16,33,1,73,19,22,19
7844,Ancient Knight Elite,80,48,27,6,52,40,12,13
7845,Dark Assassin Master,77,17,23,16,57,50,9,5
7846,Dark Mage Champion,192,48,32,5,30,56,34,15
7847,Storm Assassin Queen,167,39,18,19,81,27,9,18
7848,Wind Knight Prince,155,49,26,10,90,40,28,15
7849,Holy Mage Legend,103,10,29,10,26,25,14,14
7850,Storm Ranger Guardian,164,26,32,9,61,59,29,1
7851,Fire Knight Prince,106,20,32,12,80,11,15,20
7852,Shadow Berserker Lord,175,25,18,5,30,14,30,11
7853,Dark Ranger Guardian,58,18,12,14,47,10,28,19
7854,Wind Paladin Prince,177,35,20,14,63,35,14,5
7855,Earth Necromancer Legend,129,33,18,1,35,45,26,5
7856,Shadow Mage Guardian,153,17,25,8,9,37,15,1
7857,Dark Ranger Queen,87,31,31,16,57,32,15,3
7858,Ancient Mage Slayer,60,37,27,7,43,43,7,2
7859,Storm Ranger Queen,78,47,13,3,21,31,27,21
7860,Earth Paladin Master,62,23,34,6,53,16,13,21
7861,Holy Mage Queen,189,14,36,15,74,16,25,24
7862,Dark Archer Guardian,177,24,33,11,44,22,32,9
7863,Dark Priest Elite,194,34,15,10,15,16,33,19
7864,Wind Necromancer Lord,154,10,9,5,43,43,23,4
7865,Earth Berserker Champion,117,28,22,9,96,44,5,23
7866,Ice Warrior Legend,189,16,14,9,25,58,21,1
7867,Fire Priest Guardian,144,36,33,9,18,50,12,18
7868,Shadow Ranger King,70,16,34,1,68,18,12,19
7869,Holy Assassin Master,160,13,38,19,95,31,24,15
7870,Earth Archer Lord,165,43,34,13,54,35,11,17
7871,Wind Warrior Master,133,11,9,13,25,24,16,18
7872,Storm Paladin Lord,115,46,30,9,21,52,29,3
7873,Fire Mage Elite,177,25,39,4,3,41,27,14
7874,Dark Paladin Master,145,31,38,17,33,18,15,6
7875,Shadow Paladin Prince,131,26,37,18,8,25,15,21
7876,Earth Berserker Legend,121,17,30,13,8,23,27,24
7877,Ancient Priest Prince,90,21,11,10,36,36,24,18
7878,Dark Archer King,91,43,25,5,9,37,18,6
7879,Light Warrior Prince,157,11,31,3,68,14,7,11
7880,Shadow Paladin Legend,53,15,27,15,56,57,29,6
7881,Shadow Assassin Guardian,68,46,35,2,83,19,11,13
7882,Wind Archer Queen,162,32,10,15,23,52,21,16
7883,Wind Archer Guardian,92,42,20,12,34,59,20,10
7884,Ancient Mage Elite,57,47,35,5,62,23,32,6
7885,Ice Necromancer Slayer,132,25,7,12,81,46,33,16
7886,Fire Paladin King,120,34,7,12,22,52,11,1
7887,Fire Archer King,155,30,12,17,98,21,13,18
7888,Ice Ranger Slayer,137,21,6,11,73,18,28,11
7889,Ice Paladin Lord,150,28,13,4,2,12,6,1
7890,Ice Priest Queen,75,37,24,8,93,46,26,10
7891,Storm Knight Prince,158,11,32,11,69,16,6,6
7892,Shadow Ranger Prince,114,43,31,12,80,20,11,17
7893,Ice Assassin Lord,64,14,17,19,35,22,6,18
7894,Ancient Archer Legend,71,39,12,8,45,27,32,24
7895,Dark Priest Guardian,138,20,30,12,31,56,20,4
7896,Holy Ranger Elite,124,47,28,4,73,48,29,5
7897,Light Paladin King,118,37,5,8,40,48,31,19
7898,Ice Archer Guardian,111,30,8,5,72,56,8,5
7899,Holy Knight Master,61,19,14,14,26,41,9,5
7900,Shadow Knight Legend,83,41,5,12,89,36,27,8
7901,Dark Knight Slayer,175,31,10,2,49,12,31,2
7902,Ancient Necromancer Elite,100,34,32,3,67,35,12,15
7903,Fire Knight King,125,21,16,5,13,12,22,11
7904,Storm Archer Slayer,93,26,31,11,18,16,8,8
7905,Shadow Archer Legend,78,28,19,16,77,53,12,2
7906,Storm Warrior Queen,126,11,35,15,28,55,29,12
7907,Storm Knight Champion,140,23,18,8,10,26,8,12
7908,Shadow Assassin Elite,126,14,35,16,32,23,26,5
7909,Storm Berserker Guardian,172,45,30,14,41,52,10,12
7910,Ice Paladin Guardian,104,44,7,9,39,48,32,23
7911,Ancient Warrior Elite,121,30,31,18,47,40,21,19
7912,Fire Ranger Master,192,30,21,13,40,56,12,8
7913,Storm Necromancer King,179,39,5,14,87,53,33,8
7914,Storm Berserker Prince,161,26,12,18,51,29,22,23
7915,Earth Knight Champion,82,46,24,19,74,28,34,17
7916,Wind Priest Elite,72,36,5,18,73,46,25,21
7917,Ancient Archer Queen,106,40,7,9,46,30,30,18
7918,Earth Knight Elite,56,31,8,4,92,16,22,8
7919,Holy Necromancer Elite,150,20,24,18,60,42,30,6
7920,Wind Archer Prince,159,31,32,18,29,55,21,21
7921,Shadow Necromancer Slayer,71,34,22,16,56,50,21,7
7922,Wind Knight Prince,104,13,32,18,54,50,11,21
7923,Fire Priest Slayer,121,41,24,8,3,52,24,19
7924,Ancient Necromancer Elite,194,15,37,9,79,14,6,17
7925,Storm Assassin Master,78,16,29,3,38,28,27,16
7926,Dark Priest Master,104,15,29,5,19,48,25,15
7927,Ancient Knight Prince,95,15,28,19,11,11,8,19
7928,Earth Warrior King,95,34,18,13,91,33,13,1
7929,Fire Ranger Queen,177,40,32,14,54,55,13,1
7930,Shadow Assassin Slayer,140,44,24,9,40,23,26,13
7931,Fire Necromancer Elite,56,43,8,17,51,52,11,8
7932,Shadow Warrior Slayer,175,21,36,4,37,34,11,13
7933,Earth Mage Champion,125,49,23,3,47,13,5,7
7934,Holy Assassin Prince,171,39,38,13,68,29,18,20
7935,Storm Assassin Slayer,173,11,14,11,22,54,12,8
7936,Holy Knight Champion,75,23,8,7,39,29,8,8
7937,Wind Mage King,97,29,10,5,72,49,29,2
7938,Holy Priest Queen,156,17,22,17,91,52,8,2
7939,Storm Priest Lord,192,32,27,11,35,10,6,17
7940,Light Paladin Guardian,123,38,32,8,99,18,18,13
7941,Wind Assassin Lord,161,34,36,17,54,33,13,5
7942,Earth Berserker Slayer,65,31,26,12,17,32,28,1
7943,Dark Knight Guardian,62,37,31,2,54,53,33,15
7944,Shadow Ranger Slayer,153,42,5,13,50,33,22,10
7945,Ancient Warrior Legend,163,34,14,15,41,10,5,18
7946,Wind Knight Legend,59,31,12,2,48,56,17,6
7947,Ancient Berserker Legend,107,43,33,11,51,57,14,11
7948,Wind Archer Prince,66,47,10,16,76,32,33,15
7949,Light Warrior King,163,39,21,9,42,59,24,24
7950,Holy Warrior King,175,19,19,19,84,34,6,10
7951,Fire Berserker Guardian,119,27,15,18,69,18,33,7
7952,Ice Knight Champion,51,13,6,2,9,36,15,19
7953,Wind Knight Prince,170,13,37,7,80,40,18,14
7954,Holy Paladin Slayer,59,21,6,3,49,24,19,1
7955,Storm Priest Legend,195,18,16,18,74,30,20,2
7956,Storm Ranger King,185,35,12,19,33,28,15,20
7957,Holy Assassin Master,86,10,32,1,96,11,6,8
7958,Wind Paladin Legend,180,14,30,1,89,53,6,1
7959,Holy Mage Legend,162,25,19,18,50,58,8,17
7960,Wind Berserker Queen,173,48,16,3,69,32,19,1
7961,Light Mage Prince,188,40,8,6,31,33,19,19
7962,Holy Berserker Legend,101,20,18,12,6,36,7,5
7963,Ancient Warrior Lord,114,21,31,14,76,18,23,13
7964,Holy Necromancer Slayer,83,28,28,16,23,43,24,5
7965,Ancient Ranger Slayer,179,34,6,15,7,29,34,23
7966,Ancient Mage Prince,147,23,32,10,60,45,14,4
7967,Fire Ranger Elite,139,11,37,19,23,24,17,13
7968,Holy Warrior Queen,145,27,9,13,2,15,11,14
7969,Holy Ranger Guardian,157,42,16,1,70,13,33,22
7970,Holy Assassin Legend,174,11,5,16,11,18,25,13
7971,Storm Knight Prince,78,37,17,8,94,44,11,23
7972,Wind Necromancer Master,197,23,9,12,20,39,15,14
7973,Shadow Mage Legend,151,34,8,13,22,10,6,22
7974,Fire Archer Lord,80,34,27,13,31,16,12,17
7975,Shadow Berserker Elite,147,11,28,13,48,57,7,5
7976,Shadow Knight King,80,10,31,6,30,33,10,21
7977,Shadow Berserker Champion,153,14,22,19,54,24,11,8
7978,Light Archer King,150,48,7,19,55,36,8,20
7979,Dark Archer Legend,174,26,27,18,2,51,28,12
7980,Ancient Paladin King,165,24,24,4,51,31,28,24
7981,Earth Mage Master,183,23,33,5,33,56,25,19
7982,Dark Assassin Prince,167,21,8,7,63,23,16,14
7983,Wind Mage Prince,90,17,29,8,39,10,25,1
7984,Dark Berserker Slayer,149,31,15,2,77,34,30,20
7985,Fire Berserker Legend,77,32,14,2,18,49,20,15
7986,Dark Assassin Elite,99,12,26,11,91,37,24,3
7987,Dark Knight Legend,58,35,24,1,52,35,31,18
7988,Shadow Ranger Legend,102,10,9,3,33,51,31,12
7989,Storm Priest Lord,143,17,12,10,24,39,13,4
7990,Light Priest Prince,84,30,27,10,15,23,5,17
7991,Fire Priest Lord,112,38,26,8,77,20,30,5
7992,Earth Paladin Queen,165,49,17,16,4,23,14,11
7993,Wind Berserker King,163,40,26,10,83,44,23,12
7994,Holy Mage Slayer,112,41,22,17,83,50,7,8
7995,Ancient Necromancer Champion,169,39,27,3,33,21,27,10
7996,Shadow Ranger Guardian,55,48,34,15,27,29,9,15
7997,Dark Ranger King,55,33,25,6,17,31,20,9
7998,Ice Priest Queen,187,48,35,17,71,27,16,17
7999,Ice Mage Legend,171,39,24,1,6,37,25,5
8000,Ice Paladin Legend,124,38,6,11,3,13,14,22
8001,Earth Knight Elite,135,11,35,18,40,43,28,5
8002,Ice Assassin Master,64,40,34,15,14,28,33,16
8003,Light Mage Slayer,195,29,10,16,18,26,14,9
8004,Storm Priest Prince,168,16,22,4,15,17,5,10
8005,Light Archer Prince,103,34,14,13,27,56,33,23
8006,Shadow Mage Champion,176,13,18,15,59,35,18,22
8007,Dark Ranger Prince,131,49,28,5,97,21,29,16
8008,Holy Necromancer Queen,115,14,24,10,49,13,16,10
8009,Earth Priest Queen,189,23,19,15,40,37,20,23
8010,Fire Mage Slayer,163,12,15,1,1,57,26,3
8011,Fire Archer Legend,108,35,14,4,7,10,16,12
8012,Earth Mage Elite,69,12,16,17,22,51,13,4
8013,Shadow Priest Lord,159,24,22,5,49,12,18,17
8014,Storm Archer Master,196,47,32,10,22,33,19,14
8015,Holy Assassin Prince,161,47,13,13,16,46,32,21
8016,Dark Knight King,65,46,36,14,84,36,15,1
8017,Ancient Berserker Slayer,51,13,18,2,72,40,28,16
8018,Fire Berserker Champion,78,34,24,19,82,54,26,19
8019,Earth Mage Slayer,138,43,35,12,52,41,34,5
8020,Holy Assassin Legend,50,47,10,6,9,10,13,2
8021,Storm Warrior Slayer,93,38,15,3,86,45,18,8
8022,Light Necromancer Guardian,91,29,24,5,14,14,9,17
8023,Dark Ranger King,91,34,26,16,55,50,26,12
8024,Earth Berserker Slayer,181,32,9,6,37,48,12,19
8025,Storm Mage Legend,108,36,28,14,87,53,11,22
8026,Holy Ranger Legend,187,27,28,10,5,17,24,14
8027,Wind Archer Elite,136,34,5,2,84,46,16,10
8028,Fire Archer Master,93,19,39,3,83,56,30,7
8029,Wind Paladin Champion,195,35,29,12,85,45,8,3
8030,Shadow Knight Guardian,107,12,7,14,81,11,19,13
8031,Ice Assassin Guardian,159,16,20,11,91,26,26,18
8032,Storm Priest Lord,163,35,17,8,21,53,25,8
8033,Light Archer Slayer,139,43,36,2,12,15,29,19
8034,Light Knight King,98,46,23,4,32,50,28,10
8035,Light Ranger Master,73,22,19,7,44,50,23,20
8036,Dark Archer King,189,32,25,13,84,20,22,23
8037,Wind Knight Champion,115,22,21,16,2,37,31,13
8038,Holy Warrior Legend,118,37,25,13,77,44,34,4
8039,Ice Archer Elite,191,49,39,12,67,58,22,20
8040,Fire Mage Champion,95,45,8,17,60,50,6,23
8041,Storm Knight King,199,14,36,1,19,31,32,23
8042,Storm Ranger Guardian,100,24,21,17,41,53,32,23
8043,Ancient Berserker Champion,145,25,29,11,89,14,10,3
8044,Ice Berserker Slayer,137,49,35,14,62,48,9,22
8045,Ice Priest Legend,153,31,30,8,74,29,10,2
8046,Earth Knight Guardian,77,28,22,7,64,36,29,18
8047,Ice Assassin Legend,142,41,22,19,69,22,9,19
8048,Dark Archer Lord,156,37,10,16,50,26,28,22
8049,Ice Warrior King,188,41,19,4,28,16,23,3
8050,Earth Warrior Queen,161,47,37,18,77,45,33,22
8051,Holy Archer King,188,40,33,4,82,11,19,23
8052,Storm Warrior Legend,84,44,29,11,49,58,5,5
8053,Ancient Berserker Master,83,48,13,17,60,38,7,24
8054,Storm Mage Master,131,45,27,8,10,25,22,15
8055,Wind Assassin Queen,168,37,7,4,20,20,34,22
8056,Wind Mage Slayer,158,31,35,18,94,31,32,20
8057,Storm Priest Champion,58,22,34,18,10,53,26,14
8058,Ice Ranger Guardian,164,16,23,16,41,28,31,1
8059,Storm Assassin Elite,165,16,9,11,16,27,9,17
8060,Shadow Necromancer Legend,195,35,31,7,29,16,7,5
8061,Dark Paladin Legend,53,40,29,8,14,10,21,23
8062,Storm Necromancer King,57,31,28,16,56,45,15,11
8063,Wind Necromancer Slayer,175,17,36,2,6,13,27,22
8064,Fire Knight Lord,176,15,17,16,74,20,9,4
8065,Shadow Knight Legend,137,33,12,13,49,37,16,21
8066,Earth Necromancer Elite,84,47,22,10,8,58,19,5
8067,Earth Priest Elite,166,38,24,9,72,58,8,8
8068,Earth Necromancer Queen,175,34,15,17,38,39,11,13
8069,Storm Berserker Lord,173,45,19,7,23,16,10,16
8070,Wind Berserker Queen,126,42,22,3,5,52,17,18
8071,Fire Knight Elite,163,13,35,5,22,39,31,24
8072,Dark Warrior Queen,122,45,28,1,38,47,34,3
8073,Shadow Mage Champion,107,14,21,7,25,37,15,3
8074,Wind Archer Legend,159,15,16,9,1,55,22,19
8075,Holy Assassin Queen,58,23,26,9,2,33,25,18
8076,Light Knight Legend,185,38,32,15,85,27,15,16
8077,Ancient Archer Lord,129,16,23,14,91,46,7,13
8078,Light Knight King,192,11,10,15,77,36,31,11
8079,Ancient Necromancer Prince,163,19,26,14,27,13,12,11
8080,Dark Assassin Lord,176,42,21,19,31,37,33,17
8081,Wind Mage Guardian,128,40,30,12,11,38,29,18
8082,Earth Mage Lord,191,25,14,2,23,33,5,8
8083,Wind Mage Legend,160,18,16,6,82,20,15,13
8084,Fire Archer Queen,65,38,35,19,67,57,25,15
8085,Ice Ranger Elite,135,44,7,13,22,26,19,17
8086,Ice Knight Prince,133,10,23,5,82,46,22,10
8087,Dark Ranger Elite,126,21,25,5,27,49,6,15
8088,Dark Berserker Master,153,35,21,5,16,59,5,1
8089,Earth Paladin Elite,136,16,34,9,42,16,33,1
8090,Ancient Berserker Lord,126,24,32,2,99,12,25,15
8091,Holy Archer Champion,108,23,35,15,61,38,22,10
8092,Ancient Mage King,117,38,19,8,82,28,32,17
8093,Dark Berserker Queen,117,14,9,9,7,10,33,9
8094,Ancient Necromancer Champion,158,40,22,11,64,35,15,11
8095,Earth Berserker Master,81,46,7,13,59,21,13,17
8096,Dark Warrior Lord,186,45,31,13,19,35,22,11
8097,Wind Warrior King,140,49,27,18,27,46,17,8
8098,Wind Necromancer Champion,97,46,12,7,39,30,26,2
8099,Fire Paladin Slayer,126,44,26,16,98,26,30,20
8100,Light Necromancer Master,174,22,7,1,70,58,21,7
8101,Holy Knight Lord,58,32,34,9,82,16,10,18
8102,Earth Berserker Guardian,172,29,32,6,47,47,7,12
8103,Holy Paladin Legend,82,13,36,6,34,45,27,13
8104,Dark Necromancer Queen,90,42,6,19,54,34,26,16
8105,Storm Archer Queen,82,29,26,6,42,35,28,5
8106,Fire Assassin Queen,65,24,31,11,55,49,19,24
8107,Dark Priest Guardian,105,18,39,5,51,20,22,19
8108,Light Archer Guardian,164,44,19,13,8,24,12,18
8109,Shadow Berserker Legend,166,37,28,4,99,57,32,4
8110,Storm Mage Legend,134,14,18,6,18,59,22,15
8111,Storm Mage Lord,112,33,36,3,86,45,10,18
8112,Ice Berserker Elite,106,27,14,11,30,21,23,21
8113,Dark Paladin Prince,179,22,15,6,79,16,12,4
8114,Light Warrior Champion,130,21,8,7,87,14,11,24
8115,Holy Paladin Lord,127,39,38,1,61,44,15,24
8116,Wind Warrior Prince,179,39,25,16,58,55,7,12
8117,Light Knight Elite,134,45,39,9,98,27,21,15
8118,Dark Necromancer Champion,139,41,24,7,78,35,21,19
8119,Fire Archer Slayer,51,26,17,15,5,35,14,22
8120,Fire Assassin Legend,125,17,7,1,14,45,5,11
8121,Dark Necromancer Guardian,54,15,32,6,27,16,21,22
8122,Ice Warrior Slayer,174,45,25,3,25,25,6,8
8123,Light Priest King,151,21,17,5,77,28,30,19
8124,Holy Mage Slayer,108,25,12,19,77,22,10,9
8125,Ice Necromancer Legend,168,24,11,9,3,32,26,10
8126,Holy Paladin Elite,147,28,22,18,3,28,10,2
8127,Wind Mage Prince,57,29,11,17,30,36,29,4
8128,Holy Mage Queen,166,30,5,1,34,27,16,2
8129,Storm Knight Elite,100,39,31,9,86,20,29,4
8130,Fire Archer Slayer,86,22,29,5,14,17,10,15
8131,Earth Ranger Legend,85,37,39,17,97,11,30,17
8132,Earth Berserker Master,197,16,20,3,84,43,22,9
8133,Wind Paladin Master,199,20,29,7,10,20,12,22
8134,Shadow Berserker Lord,114,29,7,9,97,22,28,8
8135,Earth Berserker Master,57,22,23,15,1,25,19,1
8136,Fire Mage Master,60,37,30,4,62,56,23,11
8137,Wind Paladin Prince,162,39,38,1,39,44,15,14
8138,Ice Mage Prince,177,18,18,16,31,20,32,10
8139,Shadow Knight Master,98,27,18,14,79,41,30,17
8140,Light Ranger Queen,128,33,33,16,95,56,28,17
8141,Wind Berserker Elite,126,43,23,16,81,41,17,13
8142,Fire Paladin Master,142,26,23,13,67,55,26,18
8143,Wind Ranger Guardian,110,37,33,1,48,22,5,15
8144,Light Priest Queen,97,46,24,4,99,50,11,7
8145,Wind Priest Guardian,98,48,19,6,30,22,31,23
8146,Ancient Necromancer Master,173,27,34,19,80,17,10,13
8147,Wind Priest Guardian,75,13,26,2,47,55,32,12
8148,Ice Mage Master,161,24,34,12,18,57,27,18
8149,Light Assassin Queen,74,13,9,7,1,10,7,3
8150,Light Ranger Master,150,41,15,14,20,49,34,2
8151,Storm Priest Elite,154,37,21,3,21,58,11,19
8152,Shadow Archer Master,154,47,22,19,11,55,32,10
8153,Fire Necromancer Lord,145,37,6,6,48,47,33,18
8154,Light Ranger Legend,70,25,19,17,86,49,8,22
8155,Ice Ranger Champion,121,13,18,4,22,43,6,4
8156,Dark Mage Master,111,12,32,2,91,34,19,20
8157,Light Warrior Lord,161,41,9,11,22,12,8,8
8158,Ice Assassin Queen,167,18,38,18,30,36,13,17
8159,Dark Paladin Slayer,53,49,17,3,77,54,23,10
8160,Earth Berserker Champion,76,24,25,2,65,33,5,2
8161,Holy Paladin Guardian,197,21,24,3,1,19,33,13
8162,Storm Necromancer Prince,196,40,9,4,11,23,11,17
8163,Ancient Ranger Champion,189,11,26,7,23,53,29,16
8164,Ancient Ranger Elite,105,10,8,11,64,53,17,11
8165,Dark Warrior Legend,141,25,33,18,46,27,27,20
8166,Dark Berserker Champion,76,23,23,11,69,58,7,18
8167,Holy Ranger Guardian,189,26,9,3,56,41,15,7
8168,Storm Paladin Slayer,198,27,12,10,29,30,19,23
8169,Light Paladin King,130,42,31,1,12,19,18,10
8170,Fire Mage Elite,187,27,19,16,35,49,8,12
8171,Holy Warrior Master,113,24,8,6,20,43,24,6
8172,Shadow Berserker Legend,134,44,15,7,53,36,9,20
8173,Light Knight Prince,184,30,32,2,48,13,25,20
8174,Wind Ranger Lord,114,25,18,18,81,59,28,18
8175,Dark Mage Queen,191,45,24,10,97,23,22,9
